County;2015 NCHS Bridged Pop: total pop;2015 NCHS Bridged Pop: Percent <18;2015 NCHS Bridged Pop: Percent +65;2015 NCHS Bridged Pop: Percent White;2015 NCHS Bridged Pop: Percent African American;2015 NCHS Bridged Pop: Percent Other;2015 NCHS Bridged Pop: Percent Hispanic;Percent Low Birth Weight: 2001-2005;Percent Low Birth Weight: 2006-2010;Percent Low Birth Weight: 2011-2015;Percent Very Low Birth Weight: 2001-2005;Percent Very Low Birth Weight: 2006-2010;Percent Very Low Birth Weight: 2011-2015;Preterm Births : 2001-2005;Preterm Births : 2006-2010;Preterm Births : 2011-2015;C-Section Deliveries : 2001-2005;C-Section Deliveries : 2006-2010;C-Section Deliveries : 2011-2015;Teen Birth Rate: 2001-2005;Teen Birth Rate: 2006-2010;Teen Birth Rate: 2011-2015;Repeat Teen Birth Rate: 2001-2005;Repeat Teen Birth Rate: 2006-2010;Repeat Teen Birth Rate: 2011-2015;Infant Death Rts: 2001-2005;Infant Death Rts: 2006-2010;Infant Death Rts: 2011-2015;Youth death rates: 2001-2005;Youth death rates: 2006-2010;Youth death rates: 2011-2015;Age-adjusted CVD Dth Rates: 2001-2005;Age-adjusted CVD Dth Rates: 2006-2010;Age-adjusted CVD Dth Rates: 2011-2015;Age-adjusted Heart Dz Dth Rates: 2001-2005;Age-adjusted Heart Dz Dth Rates: 2006-2010;Age-adjusted Heart Dz Dth Rates: 2011-2015;Age-adjusted Stroke Dth Rts: 2001-2005;Age-adjusted Stroke Dth Rts: 2006-2010;Age-adjusted Stroke Dth Rts: 2011-2015;Age-adjusted Cancer Dth Rates: 2001-2005;Age-adjusted Cancer Dth Rates: 2006-2010;Age-adjusted Cancer Dth Rates: 2011-2015;Age Adj Colon/Rectum Cancer Dth Rts: 2001-2005;Age Adj Colon/Rectum Cancer Dth Rts: 2006-2010;Age Adj Colon/Rectum Cancer Dth Rts: 2011-2015;Age-adjusted Lung Cancer Dth Rts: 2001-2005;Age-adjusted Lung Cancer Dth Rts: 2006-2010;Age-adjusted Lung Cancer Dth Rts: 2011-2015;Prostate Cancer Incidence Rates: 1999-2003;Prostate Cancer Incidence Rates: 2004-2008;Prostate Cancer Incidence Rates: 2009-2013;Breast Cancer Incidence Rates: 1999-2003;Breast Cancer Incidence Rates: 2004-2008;Breast Cancer Incidence Rates: 2009-2013;Age-adjusted Diabetes Dth Rates: 2001-2005;Age-adjusted Diabetes Dth Rates: 2006-2010;Age-adjusted Diabetes Dth Rates: 2011-2015;Age-adjusted Unint. MVA Dth Rts: 2001-2005;Age-adjusted Unint. MVA Dth Rts: 2006-2010;Age-adjusted Unint. MVA Dth Rts: 2011-2015;Age-adjusted Other Unint. Inj Dth Rts: 2001-2005;Age-adjusted Other Unint. Inj Dth Rts: 2006-2010;Age-adjusted Other Unint. Inj Dth Rts: 2011-2015;Age-adjusted Suicide Dth Rts: 2001-2005;Age-adjusted Suicide Dth Rts: 2006-2010;Age-adjusted Suicide Dth Rts: 2011-2015;Age-adjusted Homicide Dth Rts: 2001-2005;Age-adjusted Homicide Dth Rts: 2006-2010;Age-adjusted Homicide Dth Rts: 2011-2015;PCP's per 10,000 pop: 2004;PCP's per 10,000 pop: 2009;PCP's per 10,000 pop: 2014;Dentists per 10,000 pop: 2004;Dentists per 10,000 pop: 2009;Dentists per 10,000 pop: 2014;RNs per 10,000 pop: 2004;RNs per 10,000 pop: 2009;RNs per 10,000 pop: 2014; Phys Assts per 10,000 pop: 2004; Phys Assts per 10,000 pop: 2009; Phys Assts per 10,000 pop: 2014
Mecklenburg;1034070.0;0.243670157726;0.103058787123;0.492052762386;0.31770963281;0.062276248223;0.127961356581;8.5;9.3;9.3;1.8;1.7;1.7;10.4;8.7;9.9;28.0;32.5;31.1;43.7;41.5;23.6;29.4;28.1;23.5;8.0;6.2;6.0;74.1;59.8;50.3;269.6;208.1;182.5;187.9;148.8;132.0;59.8;42.6;38.7;181.5;170.5;150.1;17.2;15.2;12.4;49.7;47.7;37.3;154.8;176.1;144.9;165.0;160.0;169.4;22.3;17.7;16.9;11.1;9.5;7.8;19.8;19.3;21.1;9.9;9.0;9.6;9.1;7.8;5.9;9.80719445393;11.6385020879;10.5112618548;6.2220478721;6.42856743567;6.54363061945;116.270460341;115.524151848;115.475834461;2.85772553625;3.92422116508;5.86261928802
Buncombe;253178.0;0.192180995189;0.185991673842;0.846637543546;0.0684498653122;0.0191722819518;0.0657403091896;9.0;8.6;7.9;1.8;1.4;1.4;11.8;8.9;9.5;26.5;31.9;29.6;42.9;39.7;24.3;23.5;24.1;16.3;7.9;5.4;6.3;66.4;50.5;53.0;280.5;229.2;194.9;209.6;171.3;143.6;53.4;45.1;40.0;187.7;174.9;156.1;16.8;13.6;11.2;58.2;52.0;43.8;174.1;166.1;138.5;152.3;165.7;173.3;16.6;12.3;16.8;13.2;12.6;13.2;30.8;28.3;35.0;12.5;14.5;16.5;5.6;3.9;4.3;13.691128149;15.317856368;15.1626703811;6.07978911022;7.02972445216;6.72569893543;160.534278872;175.352571057;185.096010347;4.68747099337;6.07507051421;7.87981295393
Davidson;164622.0;0.224465745769;0.172516431583;0.815777964063;0.0960381965958;0.0193291297639;0.0688547095771;9.3;9.7;9.3;1.7;1.6;1.7;12.3;9.4;11.4;30.4;34.6;34.0;54.9;49.4;33.3;30.0;28.2;26.2;7.7;8.9;7.3;73.7;65.1;49.5;337.8;285.8;249.7;255.1;215.6;184.9;66.1;55.7;49.8;199.7;187.3;184.3;17.0;16.7;15.5;66.8;60.5;63.1;129.6;136.9;126.6;131.0;138.9;155.2;28.6;22.2;26.7;22.7;19.5;17.8;28.5;29.2;36.6;13.1;12.8;13.8;4.6;4.3;2.8;4.48351819724;4.62537581178;4.19570214163;1.88437721333;1.87515235613;1.58098921279;44.4453108248;47.9413952384;53.9360550671;1.03965639356;1.18759649221;1.39856738054
Catawba;155056.0;0.22708569807;0.166127076669;0.772785316273;0.0902448147766;0.0450030956558;0.0919667732948;8.4;8.9;9.0;1.5;1.8;1.5;9.4;7.5;9.2;25.2;27.7;27.5;54.9;51.4;34.6;28.1;26.8;24.9;7.1;7.6;6.2;66.2;62.6;53.3;297.0;251.5;240.0;209.8;184.5;180.3;66.6;53.1;46.5;195.8;195.8;172.8;20.0;20.5;16.5;59.9;59.9;49.8;144.2;150.9;110.7;154.9;139.6;154.4;30.5;23.2;21.8;18.9;19.6;14.3;29.6;32.5;38.7;14.2;16.6;16.3;5.8;7.1;6.5;8.93835225173;8.27846198912;9.11249438491;4.23395632976;4.45763337876;4.55624719245;110.754921134;119.528255028;132.131168581;3.09146017729;4.77603576296;5.32631714047
Harnett;128140.0;0.269697206181;0.114039331981;0.634048696738;0.216887778992;0.0259013578898;0.123162166381;8.6;8.9;8.3;1.8;2.0;1.5;11.0;8.9;9.5;32.4;33.5;28.7;54.7;45.8;29.9;31.7;28.0;25.3;8.2;8.8;8.3;85.2;81.4;65.9;347.4;277.8;257.3;250.7;216.1;195.4;73.7;46.4;47.4;213.3;190.7;185.8;21.5;16.9;15.4;66.6;62.8;58.4;173.9;149.0;115.7;144.7;149.2;154.7;33.2;24.7;26.7;24.0;24.4;18.9;25.1;28.3;28.9;10.4;9.8;14.1;5.3;7.2;5.6;4.68729742398;3.89849730649;4.05631114293;2.09432438093;1.77204423022;2.94281396644;36.3016226027;35.4408846045;48.1985206395;2.69270277548;2.74666855685;3.97677563032
Davie;41753.0;0.216104232031;0.195914066055;0.855339736067;0.0686178238689;0.0110411227936;0.0650013172706;8.9;8.3;8.5;1.8;1.1;1.5;12.2;8.9;9.9;24.2;27.4;28.3;43.1;34.5;26.1;34.5;26.1;18.5;10.1;5.0;6.3;82.0;38.9;43.4;278.6;208.1;193.5;209.5;157.5;139.3;54.3;39.1;42.2;170.2;171.0;175.3;16.5;13.4;10.7;47.9;60.5;51.4;127.5;146.1;125.0;136.1;138.4;165.4;24.4;13.6;15.8;23.6;20.1;16.5;25.2;34.0;25.5;13.3;17.5;17.4;2.2;4.9;3.9;3.69676005387;3.59195402299;5.06316906163;2.64054289562;2.15517241379;2.89323946379;31.4224604579;31.8486590038;51.8372070595;1.58432573737;2.15517241379;3.61654932973
Martin;23357.0;0.203836109089;0.214839234491;0.520272295243;0.432418546902;0.00864837093805;0.0386607869161;11.7;12.7;12.2;3.0;3.1;2.3;15.3;10.7;12.4;29.4;32.9;32.1;61.1;61.7;37.2;27.1;25.7;22.2;9.8;10.3;4.1;84.9;68.3;32.2;423.4;364.3;306.8;312.3;268.4;241.4;73.6;73.2;48.6;223.9;191.4;190.7;28.8;18.2;19.9;57.4;61.9;45.7;122.1;200.6;140.1;168.5;183.6;163.4;49.3;30.6;41.7;39.6;18.8;19.4;22.1;33.8;37.7;9.4;13.9;13.3;12.4;7.3;7.1;5.61572402728;5.44867764785;4.63861010374;2.00561572403;2.09564524917;1.26507548284;48.5359005215;66.2223898738;66.2056169351;1.20336943442;1.2573871495;1.26507548284
Macon;34201.0;0.189321949651;0.267916142803;0.900178357358;0.0189175755095;0.0132744656589;0.0676296014736;7.8;7.3;7.5;1.6;1.1;1.7;10.8;7.0;9.5;26.8;30.6;27.8;49.0;52.5;37.4;27.2;25.7;20.7;11.0;4.9;7.1;80.6;43.1;65.1;280.4;244.6;208.8;209.5;188.0;157.5;51.6;42.7;36.6;182.8;168.3;166.7;19.4;12.4;16.0;51.5;53.2;50.2;147.0;124.9;106.6;142.1;153.1;167.1;28.7;13.4;23.3;16.0;10.3;18.9;39.1;50.5;40.9;17.4;17.5;22.2;3.4;3.5;2.2;9.6971971972;11.0208816705;10.4566050889;3.75375375375;4.93039443155;4.35691878703;66.0035035035;60.6148491879;68.8393168351;2.5025025025;0.870069605568;1.45230626234
Jones;10013.0;0.187755917308;0.220613202836;0.629681414162;0.315789473684;0.0106861080595;0.0438430040947;11.6;10.6;9.8;2.6;3.5;3.0;13.6;8.5;10.6;33.6;32.6;33.1;51.0;46.2;28.1;25.6;25.7;21.1;4.3;18.7;10.0;48.1;80.6;60.7;375.7;352.2;279.6;258.5;259.4;197.1;65.4;60.8;58.4;195.2;184.8;182.0;22.5;12.7;20.2;62.0;71.8;62.5;201.1;143.6;138.6;137.0;135.5;125.0;20.9;25.9;18.6;31.1;20.1;19.3;28.7;20.8;25.5;9.6;6.7;13.3;6.6;3.7;6.1;12.6742712294;17.7287501231;8.59763087505;0.0;2.95479168719;1.9105846389;33.1480939846;52.201319807;38.211692778;1.94988788145;0.984930562395;0.95529231945
Onslow;186311.0;0.253935623769;0.0886957828577;0.680904509127;0.161466580073;0.0343565328939;0.123272377906;7.9;7.7;6.9;1.6;1.3;1.4;10.3;7.5;8.1;24.0;30.3;27.0;76.9;69.5;57.3;26.7;20.2;17.7;8.1;7.3;7.2;100.8;88.1;83.7;319.8;251.5;217.8;233.7;191.5;163.8;61.4;42.8;38.9;212.2;187.8;184.6;15.8;16.1;10.5;74.2;62.3;60.3;196.6;141.2;115.6;157.9;166.1;151.6;33.3;35.7;31.3;20.4;17.4;13.3;25.0;28.5;25.5;11.3;11.3;18.1;3.9;5.6;4.8;3.62915084127;3.73369295669;4.03718349517;3.37886457636;3.12069859067;3.15728452827;46.6158168405;50.8228056195;54.450218422;1.75200385441;2.340523943;2.58793813793
Watauga;52906.0;0.132121120478;0.146070388992;0.928817147393;0.0211507201452;0.0147620307716;0.0352701016898;7.3;6.0;6.7;1.1;1.1;0.9;10.4;7.1;9.0;32.8;34.3;33.0;9.9;10.5;6.2;25.9;23.4;20.6;8.6;6.9;3.9;59.1;62.9;37.1;264.9;207.0;171.9;201.5;164.2;134.9;51.1;33.0;28.1;165.9;159.8;132.1;14.9;13.4;6.9;40.3;43.5;34.1;162.7;155.7;98.1;162.9;180.6;143.8;13.1;17.7;17.7;15.2;13.1;8.4;23.4;36.7;40.1;15.3;15.7;16.6;3.3;2.6;1.1;11.3504748668;10.135730654;8.50291933564;5.09613157285;5.7288912392;6.80233546851;86.17095205;85.7130266173;94.6658352701;1.38985406532;2.42376167812;4.53489031234
Pender;57611.0;0.222318654424;0.174341705577;0.754907916891;0.167901963167;0.0124802555068;0.0647098644356;9.2;8.0;8.3;1.7;1.6;1.3;11.4;8.0;10.4;25.1;25.8;24.9;43.0;40.8;29.0;27.3;24.9;20.8;8.3;6.5;6.9;73.4;76.2;50.4;311.3;231.6;208.1;224.9;165.5;146.7;70.4;41.6;48.0;199.9;187.7;176.7;16.1;12.8;12.8;61.1;57.7;53.0;157.4;108.5;98.9;167.0;131.7;152.4;27.7;33.0;18.8;27.9;26.7;19.8;19.6;32.0;29.6;13.0;14.5;16.8;6.1;3.1;4.2;2.45426149041;3.0127855085;2.65331753135;2.23114680946;2.63618731994;3.53775670847;37.260151718;35.4002297249;47.2290520581;0.892458723784;0.941495471407;1.23821484796
Pitt;175842.0;0.220055504373;0.117093754621;0.563790220766;0.351275576938;0.0249769679599;0.0599572343354;10.9;10.9;9.6;2.8;2.4;2.4;14.4;10.3;11.6;27.6;28.8;28.0;32.5;29.3;22.4;27.5;26.8;25.8;10.8;10.9;10.8;98.6;91.7;86.9;332.7;266.2;233.6;235.0;192.6;169.2;72.6;51.8;48.9;209.1;178.9;171.1;20.9;16.3;12.8;55.5;46.4;46.2;191.2;170.7;126.3;153.2;167.6;154.2;34.5;31.2;27.3;19.4;16.5;14.2;25.0;27.2;31.4;11.7;6.8;11.5;6.4;8.7;6.2;16.5225962459;15.8915339745;14.7342108884;3.90018366319;4.22513006464;5.67582442783;179.833923088;206.148510169;222.217126084;5.03478254703;6.43228756109;7.56776590377
Polk;20366.0;0.171855052539;0.283757242463;0.884955317686;0.049739762349;0.00775802808603;0.0575468918786;8.8;8.5;7.8;1.7;1.5;0.9;10.0;6.5;10.7;26.9;27.9;31.1;36.2;29.5;24.3;18.4;21.7;18.2;7.1;9.5;4.3;78.7;61.6;27.8;256.8;212.3;165.7;192.9;159.1;122.0;58.0;37.8;36.3;168.4;162.4;149.3;15.4;21.5;11.8;41.0;43.1;40.7;109.4;123.4;86.8;168.5;144.9;122.5;14.5;20.1;13.0;18.1;18.6;12.6;35.6;37.5;33.3;18.0;16.6;16.9;6.2;2.4;1.8;6.25195373554;9.8216593435;5.78592092575;3.6469730124;3.10157663479;2.41080038573;82.3173908513;68.2346859654;77.6277724204;0.520996144629;2.06771775653;3.37512054002
Wayne;124132.0;0.240332871459;0.149574646344;0.549423194664;0.319192472529;0.0189475719395;0.112436760867;9.5;8.6;8.5;2.0;2.0;1.7;11.7;7.9;9.6;30.3;32.3;33.2;64.8;57.2;40.6;30.2;30.0;28.8;10.5;8.9;7.6;92.2;76.9;68.9;373.1;278.3;239.9;266.5;203.0;164.3;75.1;53.9;55.3;213.2;195.0;186.7;21.5;16.0;16.8;65.9;59.6;56.1;148.4;145.4;140.3;143.9;165.5;145.9;40.3;35.3;30.9;22.5;20.3;16.0;19.9;26.6;25.6;10.2;13.0;10.8;10.2;10.3;9.6;7.31847566607;6.60535977765;6.28575520564;3.74636254334;4.20341076759;3.97832607952;85.2950913938;90.5877912363;97.4689889482;2.17811775776;3.174004049;4.1374591227
Nash;93919.0;0.225247287556;0.170040140973;0.516636676285;0.400738934614;0.0164929354018;0.0661314536995;9.4;10.1;9.3;2.1;2.9;2.1;11.4;9.5;9.6;24.7;25.5;24.9;52.7;52.7;35.2;28.5;29.7;23.4;8.5;11.3;8.0;69.4;88.4;65.3;369.8;268.0;250.7;254.8;200.6;181.6;87.5;51.8;53.7;209.6;195.9;185.1;21.3;19.7;18.0;57.4;56.9;52.0;143.7;147.1;109.5;159.6;151.7;154.6;31.9;25.7;27.6;25.8;20.3;19.1;22.2;24.8;28.2;10.1;11.9;10.3;9.5;13.1;9.7;9.16661144612;8.66261715407;7.51124041259;4.96984957922;4.59223078047;4.44326897646;97.9612572615;106.664996765;120.074054483;3.20279195105;4.27912413635;4.33747685797
Rowan;139142.0;0.225021920053;0.167497951733;0.735787900131;0.165054404853;0.0158686809159;0.0832890141007;9.7;9.7;9.3;1.8;1.8;1.8;11.9;9.2;9.6;25.4;29.7;30.8;55.2;53.7;35.2;30.1;27.3;25.8;9.1;7.1;6.9;68.2;59.4;61.3;342.1;275.0;256.0;269.6;200.6;186.6;56.5;59.9;51.2;189.8;188.3;197.1;16.8;16.1;18.0;60.8;59.8;60.2;113.7;134.0;135.3;139.5;181.4;155.4;33.5;24.3;27.6;19.5;17.9;18.5;32.4;35.2;44.4;15.2;14.8;17.8;6.3;6.6;6.4;5.47551924941;5.7643860573;5.69533559224;3.55168816178;3.70059351827;3.5325499243;72.2176592895;79.3492648629;93.5765265662;1.997824591;3.34476721843;4.25347848028
Caswell;22941.0;0.191360446362;0.203042587507;0.621507344928;0.335600017436;0.00767185388606;0.0352207837496;8.4;10.5;9.4;2.2;1.5;1.9;9.3;7.8;10.4;26.3;32.6;30.4;40.9;36.8;30.5;28.5;22.6;18.3;8.1;13.6;7.6;70.2;75.1;89.6;349.2;266.2;218.3;249.1;211.0;169.6;74.1;36.2;37.6;222.2;182.8;198.7;20.5;12.4;24.0;74.5;53.6;57.6;158.3;188.9;147.6;157.0;167.9;155.0;56.0;25.9;27.9;26.1;24.5;20.7;29.2;39.3;31.3;10.0;10.6;10.4;4.3;4.8;4.4;5.00730231588;3.83566314354;2.54215744428;1.66910077196;0.852369587453;0.847385814761;20.4464844565;24.7187180361;25.8452673502;1.25182557897;0.426184793727;1.27107872214
Avery;17689.0;0.155068121431;0.208660749618;0.896828537509;0.0462999604274;0.00870597546498;0.0481655265985;8.5;8.2;7.4;1.0;1.5;1.4;10.8;8.6;10.9;32.0;33.9;33.7;36.1;25.5;22.1;21.8;19.7;9.8;4.8;6.8;11.5;48.2;57.5;69.7;325.3;235.2;206.7;242.7;192.5;166.4;50.5;27.2;31.5;191.3;180.7;141.1;19.3;13.3;13.5;57.0;58.3;37.4;156.2;161.4;91.1;134.8;139.3;150.1;21.2;7.1;11.9;10.1;10.6;10.8;36.3;38.2;35.6;17.8;18.3;18.4;6.3;2.4;0.7;6.03699028593;4.91776405661;3.91170718078;3.29290379233;2.73209114256;2.23526124616;72.9927007299;71.5807879351;52.5286392847;0.0;0.546418228512;0.55881531154
Camden;10309.0;0.233194296246;0.149481035988;0.810747890193;0.130274517412;0.0307498302454;0.0282277621496;9.8;8.1;7.5;0.9;1.8;1.3;12.4;7.7;10.6;28.5;32.9;34.6;34.6;29.1;12.1;13.0;18.8;23.8;2.2;9.9;2.2;29.4;62.3;73.6;301.1;239.9;232.1;229.4;175.9;191.6;47.7;46.6;31.9;260.0;161.9;157.2;22.9;15.6;9.4;87.5;38.9;34.8;193.8;179.4;155.5;155.0;244.2;167.1;10.6;28.4;17.2;14.6;19.0;8.9;17.7;31.9;25.2;13.6;11.7;23.0;4.7;1.6;;2.54712175242;1.03573278094;0.0;0.0;0.0;0.0;22.9240957718;25.8933195236;22.4368354307;0.0;0.0;0.0
Richmond;45437.0;0.232409710148;0.165701960957;0.582586878535;0.316658230077;0.0365561106587;0.0641987807294;9.2;10.0;11.6;2.1;2.1;2.2;11.8;9.6;11.4;34.9;38.8;35.0;77.4;79.7;51.2;31.3;29.3;23.8;12.2;6.5;9.9;84.6;53.8;74.9;441.2;373.7;331.7;348.5;272.4;238.2;75.0;74.5;60.4;207.5;226.0;194.7;23.4;19.8;14.2;66.2;66.9;56.3;154.6;146.5;135.3;122.6;148.2;151.1;40.0;43.0;56.2;27.9;21.6;18.9;30.5;30.8;41.4;14.1;16.6;12.3;11.2;10.7;8.3;6.65321715242;6.82914336933;5.70863980678;3.21929862214;2.34751803321;3.07388297288;74.0438683092;77.8949165564;80.7992095729;1.28771944886;1.92069657262;1.53694148644
Scotland;35509.0;0.230589428032;0.166126897406;0.454251034949;0.39406910924;0.123180038863;0.0284998169478;11.6;12.9;13.4;2.7;2.6;2.0;14.4;9.9;11.2;32.0;34.2;37.9;62.8;74.2;54.9;28.9;28.5;20.7;14.2;8.8;11.2;97.2;90.3;84.5;396.8;326.5;277.6;273.9;238.6;204.2;94.0;58.6;53.2;213.7;236.9;181.0;19.6;25.7;11.6;63.5;75.1;65.0;224.6;263.3;170.7;151.9;147.6;165.9;48.8;34.6;37.3;24.4;25.2;21.5;18.5;29.1;33.4;9.4;7.3;7.7;12.5;20.7;15.5;8.4057158868;9.20486233316;9.98391480393;2.52171476604;2.70731245093;2.49597870098;87.9798262819;90.9656983512;91.7965500028;3.64247688428;4.60243116658;6.10128126907
Johnston;185660.0;0.262668318432;0.126817839061;0.695540234838;0.157508348594;0.0131315307551;0.133819885813;7.9;7.9;7.9;1.5;1.6;1.5;10.6;8.5;8.9;31.6;32.3;30.6;55.5;48.9;31.3;28.9;25.2;22.0;6.9;6.8;6.4;66.2;60.9;48.5;376.7;302.7;259.2;292.4;246.7;205.0;60.8;42.1;40.6;196.7;184.8;179.4;17.4;15.3;14.3;63.5;58.7;55.9;154.4;144.7;117.6;145.2;138.5;139.2;26.0;22.8;17.9;28.0;22.7;17.8;22.9;33.1;28.8;13.1;10.5;12.2;6.1;5.6;3.5;4.69019819641;4.75474434334;3.77677063894;2.20297188013;1.90189773734;2.05500755354;36.8820130899;40.0587210926;49.4312627744;1.70552661687;1.66416052017;3.33244468142
Robeson;134197.0;0.257867165436;0.135397959716;0.27152618911;0.245079994337;0.400165428437;0.083228388116;11.4;11.1;11.8;2.2;2.2;2.4;10.3;8.5;10.8;32.7;32.3;31.5;83.6;75.7;50.8;28.3;26.4;24.7;10.7;14.5;11.5;107.3;124.8;97.0;411.2;310.6;281.7;307.8;238.3;218.1;79.4;50.9;48.1;221.7;193.5;191.7;19.5;17.6;18.7;69.6;59.8;57.5;193.2;218.7;158.8;136.6;131.3;108.4;56.6;52.3;46.5;44.1;39.4;34.4;23.0;26.6;37.6;9.9;12.4;13.0;20.5;23.5;21.3;5.89377067731;6.94116031792;6.88792890459;1.65025578965;1.98318866226;1.94658860347;59.3306248183;71.0134094064;70.077189725;3.30051157929;4.04265381154;4.26752116915
Stanly;60714.0;0.217149257173;0.178492604671;0.818542675495;0.116925256119;0.0240142306552;0.040517837731;9.8;10.0;9.2;1.8;1.8;1.9;12.2;8.9;10.3;34.7;37.0;33.3;50.1;50.8;34.1;30.3;24.7;25.2;12.0;7.6;6.7;96.4;67.8;46.6;350.3;299.8;285.2;263.2;232.8;231.7;72.7;54.2;42.3;193.5;187.6;180.5;15.6;14.2;15.4;56.8;58.9;56.0;129.8;142.4;121.5;154.1;150.9;148.6;31.3;25.6;22.6;26.9;18.5;16.8;26.5;37.9;31.9;14.5;17.1;18.6;6.1;5.2;4.4;7.89478104581;6.98916679147;6.06001048218;2.51961097207;2.32972226382;2.12919287212;66.8536777921;68.0611718503;85.9866352201;2.18366284246;1.49767859817;1.47405660377
Surry;72743.0;0.217684175797;0.196554994982;0.847641697483;0.040031343222;0.00951294282611;0.102814016469;8.3;8.4;8.5;1.3;1.6;1.5;10.7;7.6;9.1;24.7;27.3;30.0;56.9;50.8;36.7;25.3;23.5;23.8;6.4;10.4;6.3;71.0;71.6;51.2;320.8;274.6;226.0;241.3;204.8;168.9;62.2;52.7;39.6;199.0;200.4;191.7;12.6;18.4;17.9;59.7;67.2;62.1;150.7;137.3;123.1;148.9;141.1;150.9;22.2;19.4;24.6;24.9;20.0;16.7;32.9;41.0;32.9;17.7;14.8;18.5;7.4;5.9;2.5;8.37797005906;10.6917132455;7.58458162906;3.15890674358;3.24811541637;3.65685185687;75.539074303;86.4810729608;92.7756859983;2.19750034336;4.19548241281;4.19860768752
Mitchell;15246.0;0.18463859373;0.239013511741;0.93303161485;0.00996982815165;0.00826446280992;0.0487340941886;7.6;9.0;9.3;1.8;1.5;1.3;12.0;7.9;11.6;31.6;39.1;34.2;45.1;55.8;36.5;18.0;16.4;31.8;12.3;2.5;1.4;109.3;51.9;14.0;292.8;305.9;229.7;209.9;236.6;182.0;68.9;56.0;35.6;200.4;197.1;172.1;19.2;18.3;12.1;66.3;59.6;61.2;112.2;139.1;102.3;114.2;118.5;125.6;24.5;14.8;23.1;11.8;21.5;15.4;50.8;47.7;53.8;21.5;9.3;18.5;3.1;2.8;1.7;11.2135559432;14.3983973958;11.3744075829;3.11487665088;3.75610366846;2.52764612954;90.3314228757;111.431075498;137.124802528;0.0;0.0;3.79146919431
Perquimans;13440.0;0.197767857143;0.252157738095;0.727678571429;0.239955357143;0.00840773809524;0.0239583333333;10.4;9.5;6.8;2.3;2.4;1.4;12.9;10.4;8.6;31.4;29.3;36.6;50.6;49.1;28.2;28.1;24.7;19.6;16.2;15.1;4.7;109.8;81.6;44.1;363.6;252.6;248.0;252.4;194.4;187.0;79.3;41.1;49.5;190.9;191.8;159.4;20.3;18.0;16.1;47.8;58.4;42.3;196.9;135.0;131.9;144.5;183.3;133.1;16.9;13.0;14.1;34.6;12.2;23.6;23.6;28.3;29.2;20.2;5.5;16.2;8.8;5.2;6.0;1.69405387091;1.5442822948;2.19973603168;1.69405387091;3.08856458961;1.46649068778;28.7989158055;32.4299281909;23.4638510045;0.847026935457;1.5442822948;2.93298137557
Moore;94352.0;0.211739019841;0.240259877904;0.781817025606;0.13189969476;0.0221722909954;0.0641109886383;8.2;7.5;8.6;1.7;1.4;1.5;11.9;7.7;9.8;28.6;28.4;28.5;51.8;43.3;28.1;31.2;26.5;19.7;8.5;6.6;5.0;72.8;58.8;35.9;255.5;194.9;175.6;187.4;141.2;127.3;55.8;40.8;36.2;193.6;168.1;157.5;19.7;12.1;10.2;58.8;50.7;44.7;176.6;157.1;136.2;163.2;168.8;165.1;15.9;14.7;13.1;28.2;20.4;19.2;25.8;27.5;24.2;11.7;15.7;15.6;7.7;8.7;5.6;9.0112640801;10.234826008;11.0659876663;5.38172715895;6.32489247683;6.98339027482;128.410513141;139.37763058;154.38664346;3.75469336671;5.05991398146;8.91725219708
Haywood;59868.0;0.183754259371;0.240261909534;0.937028128549;0.0148159283758;0.0108572192156;0.0372987238592;9.1;10.0;9.1;1.6;1.8;1.8;11.6;9.7;10.9;28.2;34.1;31.2;46.6;46.1;36.3;24.8;25.1;23.3;5.7;7.0;6.0;62.4;60.1;45.2;288.5;252.1;243.0;218.0;193.4;195.7;54.5;45.1;38.6;185.4;170.2;159.3;16.2;13.9;10.1;59.6;54.7;47.3;136.6;152.8;124.7;146.2;162.2;145.7;20.3;16.0;14.4;20.1;19.1;12.5;35.7;37.5;41.6;17.5;16.6;14.3;2.8;2.5;3.9;7.62168102379;7.06372861499;7.17707342313;4.07671310575;4.47943765829;4.17271710647;71.7856003403;74.4275795531;77.7794468646;1.94973235492;2.92886308427;2.67053894814
Franklin;63710.0;0.227060116151;0.156097943808;0.64440433213;0.264369800659;0.0106733636792;0.0805525035316;8.2;8.8;8.8;1.7;1.6;1.7;11.3;7.7;10.4;28.2;31.2;28.0;50.5;46.0;25.5;29.0;29.8;23.2;6.8;6.7;8.8;65.2;60.5;64.6;318.5;236.4;220.0;234.4;176.7;167.1;62.0;41.5;38.3;218.5;190.0;172.6;20.7;14.2;16.5;66.2;58.6;51.6;145.0;171.1;135.9;162.1;168.7;146.6;27.0;25.3;22.9;30.0;23.8;18.1;21.0;26.9;26.4;15.4;15.3;15.6;4.6;6.1;5.1;2.83795288998;2.70274835724;3.32147093713;1.13518115599;0.675687089309;1.10715697904;37.2717812884;35.4735721887;39.6994859628;0.378393718664;0.506765316982;0.632661130882
